event_id,event_name,event_scope,canonical_event_key,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,display_note,correction_reason,confidence,needs_manual_review
EVT-00201,1931年左联新年文学活动记录,collective,1931年左联新年文学活动记录,左联新年文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年在 上海 存在“左联新年文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00116,丁玲1931年上海文学活动记录,entity,丁玲1931年上海文学活动记录|ZLH-021|1931,丁玲上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 丁玲 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00151,丁玲1931年上海社会活动记录,entity,丁玲1931年上海社会活动记录|ZLH-021|1931,丁玲上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 丁玲 在 上海 有“上海社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00212,上海文学座谈会,collective,上海文学座谈会,上海文学座谈会,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,上海文学座谈会于1931在上海有相关记录。,,low,no
EVT-00237,何家槐1931年上海文学活动记录,entity,何家槐1931年上海文学活动记录|ZLH-119|1931,何家槐上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 何家槐 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00064,内山书店秘密会议,collective,内山书店秘密会议,内山书店秘密会议 | 内山完造秘密会议 | 内山书店秘密会议 | 内山完造秘密会议 | 内山书店秘密会议 | 内山完造秘密会议 | 内山书店秘密会议 | 内山书店秘密会议 | 内山书店秘密会议 | 内山书店秘密会议,1931,年,PLC-00027,内山书店旧址,四川北路2050号,121.482,31.251,SRC-1120;SRC-1121,公开资料可确认内山书店旧址位于四川北路2050号；原表在2040、2044-2048、2050等多个地址之间冲突，但暂未检得同等级公开来源可精确确认该次“秘密会议”的具体日期与参与人。,公开资料可确认内山书店旧址位于四川北路2050号；原表在2040、2044-2048、2050等多个地址之间冲突，但暂未检得同等级公开来源可精确确认该次“秘密会议”的具体日期与参与人。,medium,yes
EVT-00115,冯乃超1931年上海文学活动记录,entity,冯乃超1931年上海文学活动记录|ZLH-014|1931,冯乃超上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 冯乃超 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00140,冯铿1931年内山书店被捕记录,entity,冯铿1931年内山书店被捕记录|ZLH-018|1931,冯铿内山书店被捕,1931,年,PLC-00053,上海,上海（具体拘押地点待考）,121.482,31.251,SRC-0001,当前仅能确认 1931 年 冯铿 在 上海 有“内山书店被捕”相关记录，尚不足以定位到单一具体事件。,同名事件存在时间或地点冲突。,low,yes
EVT-00141,冯铿1931年虹口被捕记录,entity,冯铿1931年虹口被捕记录|ZLH-018|1931,冯铿虹口被捕,1931,年,PLC-00026,上海,上海（具体拘押地点待考）,121.485,31.265,SRC-0001,当前仅能确认 1931 年 冯铿 在 上海 有“虹口被捕”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00056,冯雪峰1931年遭拘押相关记录,entity,冯雪峰1931年遭拘押相关记录|ZLH-005|1931,冯雪峰逮捕事件,1931,年,PLC-00025,上海,上海（具体拘押地点待考）,121.460,31.255,SRC-0001,当前仅能确认 1931 年 冯雪峰 在 上海 有遭拘押相关记录，尚不足以定位到单一具体事件。,同名事件存在时间或地点冲突。,low,yes
EVT-00224,叶以群内山书店秘密会议,entity,叶以群内山书店秘密会议|ZLH-091,叶以群内山书店秘密会议,1931,年,PLC-00027,内山书店旧址,四川北路2050号,121.482,31.251,SRC-0001,叶以群于1931在内山书店旧址有相关记录。,,low,no
EVT-00167,吴奚如1931年上海文艺活动记录,entity,吴奚如1931年上海文艺活动记录|ZLH-030|1931,吴奚如上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 吴奚如 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00077,周扬1931年上海文学活动记录,entity,周扬1931年上海文学活动记录|ZLH-007|1931,周扬上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 周扬 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00084,周立波1931年复旦大学文学活动记录,entity,周立波1931年复旦大学文学活动记录|ZLH-045|1931,周立波复旦大学文学活动,1931,年,PLC-00034,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,当前仅能确认 1931 年 周立波 在 复旦大学 有“复旦大学文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00247,哈罗德·伊罗生1931年上海社会活动记录,entity,哈罗德·伊罗生1931年上海社会活动记录|ZLH-132|1931,哈罗德·伊罗生上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 哈罗德·伊罗生 在 上海 有“上海社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00187,左联秘密会议,collective,左联秘密会议,左联秘密会议,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,左联秘密会议于1931在内山书店有相关记录。,,low,no
EVT-00188,左联虹口秘密会议,collective,左联虹口秘密会议,左联虹口秘密会议,1931,年,PLC-00068,虹口区密集活动地,虹口区多伦路文化名人街,121.485,31.265,SRC-0001,左联虹口秘密会议于1931在虹口区密集活动地有相关记录。,,low,no
EVT-00234,巴比塞1931年上海文学活动记录,entity,巴比塞1931年上海文学活动记录|ZLH-144|1931,巴比塞上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 巴比塞 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00170,徐懋庸1931年上海文艺活动记录,entity,徐懋庸1931年上海文艺活动记录|ZLH-032|1931,徐懋庸上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 徐懋庸 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00057,李求实1931年遭拘押相关记录,entity,李求实1931年遭拘押相关记录|ZLH-020|1931,李求实逮捕事件,1931,年,PLC-00025,上海,上海（具体拘押地点待考）,121.460,31.255,SRC-0001,当前仅能确认 1931 年 李求实 在 上海 有遭拘押相关记录，尚不足以定位到单一具体事件。,同名事件存在时间或地点冲突。,low,yes
EVT-00243,林语堂1931年上海社会活动记录,entity,林语堂1931年上海社会活动记录|ZLH-128|1931,林语堂上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 林语堂 在 上海 有“上海社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00081,殷夫1931年复旦大学文学活动记录,entity,殷夫1931年复旦大学文学活动记录|ZLH-019|1931,殷夫复旦大学文学活动,1931,年,PLC-00034,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,当前仅能确认 1931 年 殷夫 在 复旦大学 有“复旦大学文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00106,殷夫1931年复旦大学被捕记录,entity,殷夫1931年复旦大学被捕记录|ZLH-019|1931,殷夫复旦大学被捕,1931,年,PLC-00041,上海,上海（具体拘押地点待考）,121.506,31.300,SRC-0001,当前仅能确认 1931 年 殷夫 在 上海 有“复旦大学被捕”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00154,沙汀1931年上海文学交流记录,entity,沙汀1931年上海文学交流记录|ZLH-025|1931,沙汀上海文学交流,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 沙汀 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00147,沙汀1931年遭拘押相关记录,entity,ZLH-025|沙汀被捕事件|1931,沙汀被捕事件,1931,年,PLC-00060,上海,上海（具体拘押地点待考）,121.452,31.182,SRC-0001,当前仅能确认 1931 年沙汀在上海有遭拘押相关记录，具体被捕时间和地点待考。,原始记录在“上海”“龙华”“龙华淞沪警备司令部”等地点之间冲突，且缺少可公开核实的具体被捕日期，现保守收口为1931年沙汀在上海遭拘押的相关记录。,medium,yes
EVT-00067,潘汉年1931年上海文学活动记录,entity,潘汉年1931年上海文学活动记录|ZLH-006|1931,潘汉年上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 潘汉年 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00068,潘汉年1931年上海社会活动记录,entity,潘汉年1931年上海社会活动记录|ZLH-006|1931,潘汉年上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 潘汉年 在 上海 有“上海社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00086,田汉1931年上海文学活动记录,entity,田汉1931年上海文学活动记录|ZLH-008|1931,田汉上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 田汉 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00080,田汉1931年复旦大学文学活动记录,entity,田汉1931年复旦大学文学活动记录|ZLH-008|1931,田汉复旦大学文学活动,1931,年,PLC-00034,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,当前仅能确认 1931 年 田汉 在 复旦大学 有“复旦大学文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00255,罗曼·罗兰1931年上海文学活动记录,entity,罗曼·罗兰1931年上海文学活动记录|ZLH-143|1931,罗曼·罗兰上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 罗曼·罗兰 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00165,聂绀弩1931年上海文艺活动记录,entity,聂绀弩1931年上海文艺活动记录|ZLH-029|1931,聂绀弩上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 聂绀弩 在 上海 有“上海文艺活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00146,艾芜1931年遭拘押相关记录,entity,ZLH-024|艾芜被捕事件|1931,艾芜被捕事件,1931,年,PLC-00060,上海,上海（具体拘押地点待考）,121.452,31.182,SRC-0001,当前仅能确认 1931 年艾芜在上海有遭拘押相关记录，具体被捕时间和地点待考。,原始记录在“上海”“龙华”“龙华淞沪警备司令部”等地点之间冲突，且缺少可公开核实的具体被捕日期，现保守收口为1931年艾芜在上海遭拘押的相关记录。,medium,yes
EVT-00026,茅盾1931年上海文学活动记录,entity,茅盾1931年上海文学活动记录|ZLH-002|1931,茅盾上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 茅盾 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00245,萧伯纳1931年访华相关记录,entity,萧伯纳1931年访华相关记录|ZLH-145|1931,萧伯纳访华会,1931,年,PLC-00070,上海,上海（具体活动地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1931 年 萧伯纳 在 上海 有访华相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00226,萧伯纳1931年访华记录,entity,萧伯纳1931年访华记录|ZLH-145|1931,萧伯纳访华,1931,年,PLC-00070,上海,上海（具体活动地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1931 年 萧伯纳 在 上海 有“访华”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00254,蔡元培1931年上海社会活动记录,entity,蔡元培1931年上海社会活动记录|ZLH-137|1931,蔡元培上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 蔡元培 在 上海 有“上海社会活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00065,虹口秘密会议,collective,虹口秘密会议,虹口秘密会议,1931,年,PLC-00028,虹口,虹口区,121.485,31.265,SRC-0001,虹口秘密会议于1931在虹口有相关记录。,,low,no
EVT-00238,邹韬奋1931年上海文学活动记录,entity,邹韬奋1931年上海文学活动记录|ZLH-123|1931,邹韬奋上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 邹韬奋 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00217,邹韬奋上海演讲,entity,邹韬奋上海演讲|ZLH-123,邹韬奋上海演讲,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,邹韬奋于1931在上海有相关记录。,,low,no
EVT-00123,郁达夫1931年上海文学活动记录,entity,郁达夫1931年上海文学活动记录|ZLH-015|1931,郁达夫上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 郁达夫 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00126,郁达夫内山书店秘密会议,entity,郁达夫内山书店秘密会议|ZLH-015,郁达夫内山书店秘密会议 | 郁达夫内山完造秘密会议,1931,年,PLC-00027,内山书店旧址,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1931 年 郁达夫 在 内山书店旧址 有相关记录，同名条目在时间或地点上仍有分歧。,同名事件存在时间或地点冲突。,low,yes
EVT-00127,郁达夫虹口秘密会议,entity,郁达夫虹口秘密会议|ZLH-015,郁达夫虹口秘密会议,1931,年,PLC-00028,虹口,虹口区,121.485,31.265,SRC-0001,郁达夫于1931在虹口有相关记录。,,low,no
EVT-00105,阳翰笙1931年复旦大学被捕记录,entity,阳翰笙1931年复旦大学被捕记录|ZLH-013|1931,阳翰笙复旦大学被捕,1931,年,PLC-00041,上海,上海（具体拘押地点待考）,121.506,31.300,SRC-0001,当前仅能确认 1931 年 阳翰笙 在 上海 有“复旦大学被捕”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00111,阳翰笙复旦大学演讲,entity,阳翰笙复旦大学演讲|ZLH-013,阳翰笙复旦大学演讲,1931,年,PLC-00034,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,阳翰笙于1931在复旦大学有相关记录。,,low,no
EVT-00012,鲁迅1931年上海文学活动记录,entity,鲁迅1931年上海文学活动记录|ZLH-001|1931,鲁迅上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1931 年 鲁迅 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00257,东方旅社文学集会,collective,东方旅社文学集会,东方旅社文学集会,1931-01-17,日,PLC-00072,东方旅社,汉口路河南中路路口,121.48,31.23,SRC-0001,东方旅社文学集会于1931-01-17在东方旅社有相关记录。,,low,no
EVT-00137,冯铿被捕事件,entity,冯铿被捕事件|ZLH-018|1931,冯铿被捕事件,1931-01-17,日,PLC-00047,上海东方旅社,上海市黄浦区汉口路（东方旅社旧址门牌待复核）,121.473,31.260,SRC-1132,上海党史网资料记载，冯铿于1931年1月17日下午在公共租界三马路（今汉口路）东方旅社举行秘密会议时被捕；原表大量以1月1日占位且地点冲突，现优先保留公开史料可核的具体日期。,上海党史网资料记载，冯铿于1931年1月17日下午在公共租界三马路（今汉口路）东方旅社举行秘密会议时被捕；原表大量以1月1日占位且地点冲突，现优先保留公开史料可核的具体日期。,high,no
EVT-00145,李求实被捕事件,entity,李求实被捕事件|ZLH-020,李求实被捕事件,1931-01-17,日,PLC-00059,上海东方旅社、中山旅社秘密会议,上海市黄浦区汉口路、天津路一带,121.473,31.230,SRC-1138,1931年1月17日，李求实在上海东方旅社和中山旅社秘密会议链条中被捕，当前条目按这一可公开核实的日期展示。,中国军网资料记载，1931年1月17日李求实（李伟森）与何孟雄、林育南等在上海东方旅社和中山旅社秘密开会，后因叛徒告密被捕；原表把日期统一写成1月1日，现先按可公开核实的日期修正。,medium,yes
EVT-00133,柔石在东方旅社31号房间被捕,entity,ZLH-016|柔石在东方旅社31号房间被捕|1931-01-17,柔石被捕,1931-01-17,日,PLC-00044,上海东方旅社31号房间,上海市黄浦区汉口路一带,121.485,31.265,SRC-1129;SRC-1130,1931年1月17日下午1时40分，柔石在上海东方旅社31号房间参加秘密会议时被捕，当前条目按公开可核日期和地点展示。,中国作家网与人民网党史资料均记载，柔石于1931年1月17日下午1时40分在上海东方旅社31号房间参加秘密会议时被捕；原表仅保留1931年和笼统地点，现改写为可公开核实的具体事件。,high,no
EVT-00142,殷夫被捕事件,entity,殷夫被捕事件|ZLH-019|1931,殷夫被捕事件,1931-01-17,日,PLC-00054,上海东方旅社31号房间,上海市黄浦区汉口路（东方旅社旧址门牌待复核）,121.473,31.230,SRC-1134,公开资料记载，殷夫于1931年1月17日13时40分在东方旅社31号房间参加党的会议时被捕；原表将日期写成1月1日占位，现按公开史料修正到日。,公开资料记载，殷夫于1931年1月17日13时40分在东方旅社31号房间参加党的会议时被捕；原表将日期写成1月1日占位，现按公开史料修正到日。,high,no
EVT-00008,左联五烈士遇难,collective,左联五烈士遇难,五烈士遇难,1931-02-07,日,PLC-00003,上海龙华淞沪警备司令部刑场,上海龙华烈士陵园（门牌待复核）,121.452,31.182,SRC-1123;SRC-1124,官方公开资料明确左联五烈士于1931年2月7日在上海龙华遇难；原表将日期统一写成1931-01-01，且今址门牌存在多个冲突版本。,官方公开资料明确左联五烈士于1931年2月7日在上海龙华遇难；原表将日期统一写成1931-01-01，且今址门牌存在多个冲突版本。,high,yes
EVT-00148,龙华二十四烈士遇难,collective,龙华二十四烈士遇难,龙华二十四烈士遇难,1931-02-07,日,PLC-00003,上海龙华淞沪警备司令部刑场,上海龙华烈士陵园（门牌待复核）,121.452,31.182,SRC-1139,中国共产党新闻网资料表明龙华二十四烈士于1931年2月7日被秘密集体枪杀；原表日期为占位值1931-01-01，且部分关联人物并非可直接确认的二十四烈士成员。,中国共产党新闻网资料表明龙华二十四烈士于1931年2月7日被秘密集体枪杀；原表日期为占位值1931-01-01，且部分关联人物并非可直接确认的二十四烈士成员。,medium,yes
EVT-00018,鲁迅与内山完造通信,entity,鲁迅与内山完造通信|ZLH-001,鲁迅与内山完造通信,1931-08-21,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前条目按已核实的日期 1931-08-21 展示；原始同名记录在时间或地点上仍存在版本冲突。,同名事件存在时间或地点冲突。,low,yes
EVT-00258,《北斗》创刊,collective,《北斗》创刊,《北斗》创刊,1931-09-01,日,PLC-00073,湖风书局,七浦路,,,SRC-0001,《北斗》创刊于1931-09-01在湖风书局有相关记录。,,low,no
EVT-00039,1932年《前哨》文学活动记录,collective,1932年《前哨》文学活动记录,《前哨》文学活动,1932,年,PLC-00019,前哨,多伦路123号,121.485,31.265,SRC-0001,当前仅能确认 1932 年在 前哨 存在“《前哨》文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00073,1932年《文学月报》文学活动记录,collective,1932年《文学月报》文学活动记录,《文学月报》文学活动,1932,年,PLC-00030,文学月报,四川北路多伦路口,121.485,31.265,SRC-0001,当前仅能确认 1932 年在 文学月报 存在“《文学月报》文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00215,1932年上海文学交流会记录,collective,1932年上海文学交流会记录,上海文学交流会,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年在 上海 存在“上海文学交流会”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00071,1932年上海文学活动记录,collective,1932年上海文学活动记录,上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年在 上海 存在“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00070,1932年光华书局文学活动记录,collective,1932年光华书局文学活动记录,光华书局文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年在 光华书局（四马路） 存在“光华书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00202,1932年光华书局新年文学活动记录,collective,1932年光华书局新年文学活动记录,光华书局新年文学活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年在 光华书局（四马路） 存在“光华书局新年文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00194,1932年内山完造一般活动记录,collective,1932年内山完造一般活动记录,内山完造一般活动,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1932 年在 内山书店 存在“内山完造一般活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00203,1932年左联新年文学活动记录,collective,1932年左联新年文学活动记录,左联新年文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年在 上海 存在“左联新年文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00024,《光华》创刊,collective,《光华》创刊,《光华》创刊,1932,年,PLC-00012,光华书局,福州路（原四马路）,121.484,31.238,SRC-0001,《光华》创刊于1932在光华书局有相关记录。,,low,no
EVT-00038,《文学月报》文学讨论会,collective,《文学月报》文学讨论会,《文学月报》文学讨论会,1932,年,PLC-00018,文学月报,多伦路201号,121.485,31.265,SRC-0001,《文学月报》文学讨论会于1932在文学月报有相关记录。,,low,no
EVT-00118,丁玲1932年上海文学活动记录,entity,丁玲1932年上海文学活动记录|ZLH-021|1932,丁玲上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 丁玲 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00253,内山完造新年集会,collective,内山完造新年集会,内山完造新年集会,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,内山完造新年集会于1932在内山书店有相关记录。,,low,no
EVT-00117,冯乃超1932年上海文学交流记录,entity,冯乃超1932年上海文学交流记录|ZLH-014|1932,冯乃超上海文学交流,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 冯乃超 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00121,冯乃超1932年上海文学活动记录,entity,冯乃超1932年上海文学活动记录|ZLH-014|1932,冯乃超上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 冯乃超 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00062,冯雪峰1932年遭拘押相关记录,entity,冯雪峰1932年遭拘押相关记录|ZLH-005|1932,冯雪峰被捕事件,1932,年,PLC-00026,上海,上海（具体拘押地点待考）,121.485,31.265,SRC-0001,当前仅能确认 1932 年 冯雪峰 在 上海 有遭拘押相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00079,周扬1932年遭拘押相关记录,entity,周扬1932年遭拘押相关记录|ZLH-007|1932,周扬被捕事件,1932,年,PLC-00033,上海,上海（具体拘押地点待考）,121.473,31.230,SRC-0001,当前仅能确认 1932 年 周扬 在 上海 有遭拘押相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00196,周立波上海文学沙龙,entity,周立波上海文学沙龙|ZLH-045,周立波上海文学沙龙,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,周立波于1932在上海有相关记录。,,low,no
EVT-00205,埃德加·斯诺1932年与内山完造文学交流记录,entity,埃德加·斯诺1932年与内山完造文学交流记录|ZLH-133|1932,埃德加·斯诺与内山完造文学交流,1932,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,当前仅能确认 1932 年 埃德加·斯诺 在 内山书店 有“与内山完造文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00051,夏衍1932年上海文学活动记录,entity,夏衍1932年上海文学活动记录|ZLH-004|1932,夏衍上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 夏衍 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00052,夏衍1932年在光华书局活动记录,entity,夏衍1932年在光华书局活动记录|ZLH-004|1932,夏衍在光华书局活动,1932,年,PLC-00016,光华书局（四马路）,福州路（四马路）,121.484,31.238,SRC-0001,当前仅能确认 1932 年 夏衍 在 光华书局（四马路） 有“在光华书局活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00050,夏衍1932年在明星影片公司活动记录,entity,夏衍1932年在明星影片公司活动记录|ZLH-004|1932,夏衍在明星影片公司活动,1932,年,PLC-00023,明星影片公司,徐家汇路一带,121.467,31.210,SRC-0001,当前仅能确认 1932 年 夏衍 在 明星影片公司 有“在明星影片公司活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00175,徐懋庸1932年上海文学活动记录,entity,徐懋庸1932年上海文学活动记录|ZLH-032|1932,徐懋庸上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 徐懋庸 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00174,徐懋庸1932年北新书局文学活动记录,entity,徐懋庸1932年北新书局文学活动记录|ZLH-032|1932,徐懋庸北新书局文学活动,1932,年,PLC-00065,北新书局,四川北路205号,121.482,31.260,SRC-0001,当前仅能确认 1932 年 徐懋庸 在 北新书局 有“北新书局文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00178,李辉英1932年上海文学活动记录,entity,李辉英1932年上海文学活动记录|ZLH-035|1932,李辉英上海文学活动,1932,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1932 年 李辉英 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
