membership_id,organization_id,person_id,membership_role,membership_type,source_ids,evidence_ids,evidence_status,evidence_count,decision_rule,confidence,needs_manual_review
MEM-00129,ORG-001,ZLH-129,成员身份待核,candidate,SRC-0001;SRC-0828;SRC-0939,OME-00129;OME-00269;OME-00316,insufficient_member_evidence,3,member_evidence_below_threshold,medium,yes
MEM-00130,ORG-001,ZLH-130,相关人士,related_person,SRC-0001,OME-00130,association_only,1,association_without_member_evidence,medium,yes
MEM-00131,ORG-001,ZLH-131,相关人士,related_person,SRC-0001,OME-00131,association_only,1,association_without_member_evidence,medium,yes
MEM-00132,ORG-001,ZLH-132,相关人士,related_person,SRC-0001,OME-00132,association_only,1,association_without_member_evidence,medium,yes
MEM-00133,ORG-001,ZLH-133,相关人士,related_person,SRC-0001,OME-00133,association_only,1,association_without_member_evidence,medium,yes
MEM-00134,ORG-001,ZLH-134,相关人士,related_person,SRC-0001,OME-00134,association_only,1,association_without_member_evidence,medium,yes
MEM-00135,ORG-001,ZLH-135,相关人士,related_person,SRC-0001,OME-00135,association_only,1,association_without_member_evidence,medium,yes
MEM-00136,ORG-001,ZLH-136,相关人士,related_person,SRC-0001,OME-00136,association_only,1,association_without_member_evidence,medium,yes
MEM-00137,ORG-001,ZLH-137,相关人士,related_person,SRC-0001,OME-00137,association_only,1,association_without_member_evidence,medium,yes
MEM-00138,ORG-001,ZLH-138,相关人士,related_person,SRC-0001,OME-00138,association_only,1,association_without_member_evidence,medium,yes
MEM-00139,ORG-001,ZLH-139,成员身份待核,candidate,SRC-0001;SRC-0828;SRC-0770,OME-00139;OME-00270;OME-00349,insufficient_member_evidence,3,member_evidence_below_threshold,medium,yes
MEM-00140,ORG-001,ZLH-140,相关人士,related_person,SRC-0001,OME-00140,association_only,1,association_without_member_evidence,medium,yes
MEM-00141,ORG-001,ZLH-141,成员身份待核,candidate,SRC-0001;SRC-0170;SRC-0856,OME-00141;OME-00331;OME-00408,insufficient_member_evidence,3,member_evidence_below_threshold,medium,yes
MEM-00142,ORG-001,ZLH-142,相关人士,related_person,SRC-0001;SRC-0749,OME-00142;OME-00220,association_only,2,association_without_member_evidence,medium,yes
MEM-00143,ORG-001,ZLH-143,相关人士,related_person,SRC-0001,OME-00143,association_only,1,association_without_member_evidence,medium,yes
MEM-00144,ORG-001,ZLH-144,成员身份待核,candidate,SRC-0001;SRC-0149;SRC-0734,OME-00144;OME-00448;OME-00453,insufficient_member_evidence,3,member_evidence_below_threshold,medium,yes
MEM-00145,ORG-001,ZLH-145,成员身份待核,candidate,SRC-0001;SRC-0170,OME-00145;OME-00253,insufficient_member_evidence,2,member_evidence_below_threshold,medium,yes
MEM-00146,ORG-001,ZLH-146,相关人士,related_person,SRC-0001,OME-00146,association_only,1,association_without_member_evidence,medium,yes
MEM-00147,ORG-001,ZLH-147,相关人士,related_person,SRC-0001,OME-00147,association_only,1,association_without_member_evidence,medium,yes
MEM-00148,ORG-001,ZLH-148,相关人士,related_person,SRC-0001,OME-00148,association_only,1,association_without_member_evidence,medium,yes
MEM-00149,ORG-001,ZLH-149,相关人士,related_person,SRC-0001,OME-00149,association_only,1,association_without_member_evidence,medium,yes
MEM-00150,ORG-001,ZLH-150,成员身份待核,candidate,SRC-0001;SRC-0695;SRC-0974,OME-00150;OME-00213;OME-00570,insufficient_member_evidence,3,member_evidence_below_threshold,medium,yes
