event_participant_id,event_id,person_id,participant_name,participant_role,source_ids,confidence,needs_manual_review
EVP-00310,EVT-00253,ZLH-059,白薇,unclear,SRC-0001,medium,yes
EVP-00311,EVT-00254,ZLH-059,白薇,unclear,SRC-0001,medium,yes
EVP-00312,EVT-00255,ZLH-061,朱镜我,unclear,SRC-0001,medium,yes
EVP-00313,EVT-00256,ZLH-141,高尔基,unclear,SRC-0001,medium,yes
EVP-00314,EVT-00257,ZLH-063,任白戈,unclear,SRC-0001,medium,yes
EVP-00315,EVT-00258,ZLH-091,叶以群,unclear,SRC-0001,medium,yes
EVP-00316,EVT-00259,ZLH-063,任白戈,unclear,SRC-0001,medium,yes
EVP-00317,EVT-00259,ZLH-122,许广平,unclear,SRC-0001,medium,yes
EVP-00318,EVT-00259,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
EVP-00319,EVT-00260,ZLH-067,任钧,unclear,SRC-0001,medium,yes
EVP-00320,EVT-00260,ZLH-080,陈企霞,unclear,SRC-0001,medium,yes
EVP-00321,EVT-00261,ZLH-067,任钧,unclear,SRC-0001,medium,yes
EVP-00322,EVT-00261,ZLH-080,陈企霞,unclear,SRC-0001,medium,yes
EVP-00324,EVT-00262,ZLH-067,任钧,unclear,SRC-0001,medium,yes
EVP-00325,EVT-00263,ZLH-077,柳倩,unclear,SRC-0001,medium,yes
EVP-00326,EVT-00264,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00327,EVT-00265,ZLH-077,柳倩,unclear,SRC-0001,medium,yes
EVP-00328,EVT-00266,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00329,EVT-00267,ZLH-077,柳倩,unclear,SRC-0001,medium,yes
EVP-00330,EVT-00268,ZLH-144,巴比塞,冲突,SRC-0001,high,yes
EVP-00331,EVT-00269,ZLH-077,柳倩,unclear,SRC-0001,medium,yes
EVP-00332,EVT-00270,ZLH-144,巴比塞,冲突,SRC-0001,high,yes
EVP-00333,EVT-00271,ZLH-083,林焕平,unclear,SRC-0001,medium,yes
EVP-00334,EVT-00272,ZLH-141,高尔基,unclear,SRC-0001,medium,yes
EVP-00335,EVT-00273,ZLH-091,叶以群,unclear,SRC-0001,medium,yes
EVP-00342,EVT-00274,ZLH-100,姚蓬子,unclear,SRC-0001,medium,yes
EVP-00343,EVT-00275,ZLH-145,萧伯纳,unclear,SRC-0001,medium,yes
EVP-00344,EVT-00276,ZLH-116,孙席珍,unclear,SRC-0001,medium,yes
EVP-00345,EVT-00277,ZLH-122,许广平,unclear,SRC-0001,medium,yes
EVP-00346,EVT-00278,ZLH-116,孙席珍,unclear,SRC-0001,medium,yes
EVP-00347,EVT-00279,ZLH-139,陈望道,unclear,SRC-0001,medium,yes
EVP-00348,EVT-00280,ZLH-116,孙席珍,unclear,SRC-0001,medium,yes
EVP-00349,EVT-00281,ZLH-139,陈望道,unclear,SRC-0001,medium,yes
EVP-00350,EVT-00282,ZLH-116,孙席珍,unclear,SRC-0001,medium,yes
EVP-00351,EVT-00283,ZLH-144,巴比塞,冲突,SRC-0001,high,yes
EVP-00352,EVT-00284,ZLH-116,孙席珍,unclear,SRC-0001,medium,yes
EVP-00353,EVT-00285,ZLH-144,巴比塞,冲突,SRC-0001,high,yes
EVP-00354,EVT-00286,ZLH-119,何家槐,unclear,SRC-0001,medium,yes
EVP-00355,EVT-00287,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00356,EVT-00288,ZLH-119,何家槐,unclear,SRC-0001,medium,yes
EVP-00357,EVT-00289,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00358,EVT-00290,ZLH-119,何家槐,unclear,SRC-0001,medium,yes
EVP-00359,EVT-00291,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00360,EVT-00292,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00361,EVT-00293,ZLH-123,邹韬奋,unclear,SRC-0001,medium,yes
EVP-00362,EVT-00294,ZLH-128,林语堂,unclear,SRC-0001,medium,yes
EVP-00363,EVT-00295,ZLH-131,艾格尼丝·史沫特莱,unclear,SRC-0001,medium,yes
EVP-00364,EVT-00296,ZLH-145,萧伯纳,unclear,SRC-0001,medium,yes
EVP-00365,EVT-00297,ZLH-132,哈罗德·伊罗生,unclear,SRC-0001,medium,yes
EVP-00366,EVT-00297,ZLH-134,鹿地亘,unclear,SRC-0001,medium,yes
EVP-00367,EVT-00297,ZLH-141,高尔基,unclear,SRC-0001,medium,yes
EVP-00368,EVT-00298,ZLH-132,哈罗德·伊罗生,unclear,SRC-0001,medium,yes
EVP-00369,EVT-00299,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
EVP-00370,EVT-00300,ZLH-136,宋庆龄,unclear,SRC-0001,medium,yes
EVP-00371,EVT-00301,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
EVP-00372,EVT-00301,ZLH-142,法捷耶夫,unclear,SRC-0001,medium,yes
EVP-00373,EVT-00302,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
EVP-00374,EVT-00303,ZLH-142,法捷耶夫,unclear,SRC-0001,medium,yes
EVP-00375,EVT-00304,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
EVP-00376,EVT-00304,ZLH-150,萧三,unclear,SRC-0001,medium,yes
EVP-00377,EVT-00305,ZLH-137,蔡元培,unclear,SRC-0001,medium,yes
EVP-00378,EVT-00306,ZLH-143,罗曼·罗兰,unclear,SRC-0001,medium,yes
EVP-00379,EVT-00307,ZLH-144,巴比塞,unclear,SRC-0001,medium,yes
EVP-00380,EVT-00308,ZLH-001,鲁迅,unclear,SRC-0001,low,no
EVP-00383,EVT-00308,ZLH-005,冯雪峰,unclear,SRC-0001,low,no
EVP-00381,EVT-00308,ZLH-016,柔石,unclear,SRC-0001,low,no
EVP-00382,EVT-00308,ZLH-122,许广平,unclear,SRC-0001,low,no
EVP-00384,EVT-00309,ZLH-016,柔石,unclear,SRC-0001,low,no
EVP-00385,EVT-00309,ZLH-017,胡也频,unclear,SRC-0001,low,no
EVP-00386,EVT-00309,ZLH-018,冯铿,unclear,SRC-0001,low,no
EVP-00389,EVT-00310,ZLH-001,鲁迅,unclear,SRC-0001,low,no
EVP-00388,EVT-00310,ZLH-003,瞿秋白,unclear,SRC-0001,low,no
EVP-00387,EVT-00310,ZLH-021,丁玲,unclear,SRC-0001,low,no
EVP-00390,EVT-00311,ZLH-145,萧伯纳,unclear,SRC-0001,low,yes
EVP-00392,EVT-00312,ZLH-001,鲁迅,unclear,SRC-0001,low,no
EVP-00391,EVT-00312,ZLH-136,宋庆龄,unclear,SRC-0001,low,no
EVP-00393,EVT-00312,ZLH-141,高尔基,unclear,SRC-0001,low,no
EVP-00394,EVT-00312,ZLH-144,巴比塞,unclear,SRC-0001,low,no
EVP-00395,EVT-00312,ZLH-148,片山潜,unclear,SRC-0001,low,no
EVP-00398,EVT-00313,ZLH-001,鲁迅,unclear,SRC-0001,low,no
EVP-00397,EVT-00313,ZLH-015,郁达夫,unclear,SRC-0001,low,no
EVP-00401,EVT-00313,ZLH-022,张天翼,unclear,SRC-0001,low,no
EVP-00399,EVT-00313,ZLH-024,艾芜,unclear,SRC-0001,low,no
EVP-00402,EVT-00313,ZLH-123,邹韬奋,unclear,SRC-0001,low,no
EVP-00400,EVT-00313,ZLH-129,胡愈之,unclear,SRC-0001,low,no
EVP-00396,EVT-00313,ZLH-139,陈望道,unclear,SRC-0001,low,no
EVP-00403,EVT-00314,ZLH-010,洪深,unclear,SRC-0001,low,no
EVP-00406,EVT-00314,ZLH-073,王余杞,unclear,SRC-0001,low,no
EVP-00405,EVT-00314,ZLH-093,王亚平,unclear,SRC-0001,low,no
EVP-00404,EVT-00314,ZLH-096,王统照,unclear,SRC-0001,low,no
